path,sha256,firstCommit,category,action,packaging,rationale,sourceEvidence
src/test/java/com/dpscalc/BankOptimizerTest.java,9a2d8cd7ab7e45f86e5f152b13cb140271d2dc0874e705a0300a5ef71c44b7b3,10e45ea216379e6ea852be7726fa0d3f44caf2ac,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/CombatControlsTest.java,ea3d0b6913936c3a627e56ec10facad5ef5cbd323f114b334cd32c92f0fe8334,675ba7a9b382758d74d20993885999f2fb14eb5e,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/CombatTrackerTest.java,f3075479fa987927d9ea95a9aa38c700a154fcb083a9d10970f81364167dd0cc,97a12813a7ae84a440a1c1280a2c85260684a27c,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/ComparisonTableTest.java,a80b507eca45d2d63c6874988b048f9615a3a758a0f29a4308259ec649b9821f,1c60510de26ec7ed238da2f1df14a699fbb8f4df,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/ComplexDistributionBaselineTest.java,0dd7e555b1c259a439b39910364d4e255523b2403e7bf0e0e351de621ad08762,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/ComplexDistributionBaselineTest.java [exact SHA-256]
src/test/java/com/dpscalc/DpsCalcPluginTest.java,5efa0bfd769cfbd26dd8c0341fdb300b917d3fbc8b3b7661037be7c990ff1518,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/DpsCalcPluginTest.java [same filename]
src/test/java/com/dpscalc/DpsCalcTester.java,208b98b608ef78886a557fdd872b3e4628154cd5cde942db99894eeb4203e577,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/DpsCalcTester.java [same filename]
src/test/java/com/dpscalc/DpsCalculatorTest.java,b230ea77701a40e5b5e25af06989757a27dc51d89a06888fdc5c7528f78e5a51,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/DpsCalculatorTest.java [same filename]
src/test/java/com/dpscalc/DpsDiagnosticsFormatterTest.java,a7b109c7365de5dac0783857811c3ed47a32ed6285461e5904a87a8847fcb7ef,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/DpsDiagnosticsFormatterTest.java [same filename]
src/test/java/com/dpscalc/EncounterTest.java,3136a68d83630a20a4be0340fd538c6ab0cc358374a4d8335f1ea7db769765b4,c0b98dd2098b5aa2901d5a04d0f22da90d7be3d5,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/EquipmentAttackSpeedTest.java,8b63e9132725f5a739b82bec6298f651addd7a87f8d845d81bab7a5045fd854e,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/EquipmentAttackSpeedTest.java [exact SHA-256]
src/test/java/com/dpscalc/EquipmentCalculatorTest.java,62829cc80ba776516d226948ca215b1bf4dace9c85d284be394f9bbeb10fd310,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/EquipmentCalculatorTest.java [exact SHA-256]
src/test/java/com/dpscalc/EquipmentDizanaTest.java,fc01b2f6bdfd41549c9091822c9ff316ccd61ae000d67015b30510caa02141f8,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/EquipmentDizanaTest.java [exact SHA-256]
src/test/java/com/dpscalc/EquipmentDomainArtifactCharacterizationTest.java,b76b8685414707ec6e522c252921dfb5fec3d97be987e33304522c55e7f32ee4,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/EquipmentDomainArtifactCharacterizationTest.java [same filename]
src/test/java/com/dpscalc/EquipmentDomainCatalogTest.java,d4868a1c57481b8ba629fdb6a738aedacd43083518ae31632ec027aed19f3d59,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/EquipmentDomainCatalogTest.java [same filename]
src/test/java/com/dpscalc/EquipmentPreparationIntegrationTest.java,82386b54e521764052bb6b14ed188bba16a8ea39d234feb592e37cda0bbe2766,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/EquipmentPreparationIntegrationTest.java [same filename]
src/test/java/com/dpscalc/EquipmentTestFixtures.java,327864958576fa2855a871e892c0e1f8f74322746d5e680e0acbc7f0208c7ffe,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/EquipmentTestFixtures.java [same filename]
src/test/java/com/dpscalc/FixtureCandidateReplayTest.java,3206e7f40fc466be047a86ded4db4e3d6ed028c05d03c34df432252c7903293d,97a12813a7ae84a440a1c1280a2c85260684a27c,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/FixtureDocumentTest.java,a09b89e11ce0a25b794028ee62ea03c1958361c4d90e5e7584b99274c65b84e2,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureDocumentTest.java [same filename]
src/test/java/com/dpscalc/FixtureEquipmentAdapter.java,aded54a7cc4b836936a0370d0c02b0cbe255de63c31a6b05325023879bc90ecf,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureEquipmentAdapter.java [exact SHA-256]
src/test/java/com/dpscalc/FixtureReplayAssertions.java,bdf52b1b488ba2a11741f2fbcff3515939d214ba3eb30d806c580473bb02edef,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureReplayAssertions.java [exact SHA-256]
src/test/java/com/dpscalc/FixtureReplayBaselineTest.java,ac895e5b95060ca4533db487e6ebf7a8cfd74cd03e52889698a130b4dcf9ec40,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureReplayBaselineTest.java [exact SHA-256]
src/test/java/com/dpscalc/FixtureReplayTest.java,603e3a2f22c643ed55488ac89d7f03b5898a24c2c1c17de1323013bb8367bc7d,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureReplayTest.java [exact SHA-256]
src/test/java/com/dpscalc/FixtureStateFactory.java,4b9b8ab9d31ead66476efd6b8d4b12bd212d44f185c24fcf898a68e1ad6a0e58,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureStateFactory.java [exact SHA-256]
src/test/java/com/dpscalc/FixtureStateFactoryBaselineTest.java,750cad47c1ed709ebf5c8618ed40aa06aa2b5e212d7d9df1c25cddcaa0900a85,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureStateFactoryBaselineTest.java [same filename]
src/test/java/com/dpscalc/FixtureStateFactoryTest.java,bb947e402b9d494995f3f18f3750aa456dda2be9613af41474e8dbfd7a264196,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureStateFactoryTest.java [same filename]
src/test/java/com/dpscalc/FixtureV3CompatibilityTest.java,978a25148344797e3bee3aa137dc533148a453840f357fc799e397c5e3080e55,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/FixtureV3CompatibilityTest.java [same filename]
src/test/java/com/dpscalc/GearSnapshotBuilder.java,c3010fa2072f90ef958473b053034f011473369586951d44f54eb4754ceb4bd3,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/main/java/com/dpscalc/GearSnapshotBuilder.java [same filename] ; https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/GearSnapshotBuilder.java [same filename]
src/test/java/com/dpscalc/GearSnapshotCalculationTest.java,bb9319e836e1dd0816a3da0bc588cddec9b967037f2c405a028364d7093cb717,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/GearSnapshotCalculationTest.java [same filename]
src/test/java/com/dpscalc/GearSnapshotTest.java,583b28ec3a4b28e8c7fa46055098529df307836712bc78acdc6a818c92cb2a0a,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/GearSnapshotTest.java [same filename]
src/test/java/com/dpscalc/HitDistributionTest.java,f1bc3e323fa5817ad3134f2676a629000bfe9b5849718f246a649d076564f431,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/HitDistributionTest.java [exact SHA-256]
src/test/java/com/dpscalc/LiveMonsterContextProviderTest.java,666e1091240f20fc37ac16ed2ce199f63f3033b43baee9ae4acd945b3d8304b4,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/LiveMonsterContextProviderTest.java [exact SHA-256]
src/test/java/com/dpscalc/LoadoutLibraryTest.java,197cc1e3711fb5ed97b0dd6e6693c7c5d8c9e6ff387f625694dc0e20ae9e5fcc,dacc1f88ac4867e071fa40ece955951edd41d47b,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/LowLevelPrayerTest.java,39687e6a2704d853605fde6e9e89c7e0ef51140ba368ecb311baa20bbb2dce72,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/LowLevelPrayerTest.java [same filename]
src/test/java/com/dpscalc/MokhaoitlTest.java,829d2bd4309871c614a59b1cb646a0e6e647e209737f15e24c9c8fcb39713cdf,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/MokhaoitlTest.java [same filename]
src/test/java/com/dpscalc/MonsterDataManagerTest.java,3d320a04c9e7bf3f5d069de7f7c3a9e84ec24772838a9acdaf11f09b84ab1edd,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/MonsterDataManagerTest.java [same filename]
src/test/java/com/dpscalc/MonsterScalingTest.java,09cd2d905e101b0a90e30bfae3c8cf71c9080c36d41d8c9b306224e14c35cc8b,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/MonsterScalingTest.java [exact SHA-256]
src/test/java/com/dpscalc/MonsterStatsCopyTest.java,5b343c76416a2902cde1c2423278353c3041ed22e2ad2353231b30b5606f0edd,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/MonsterStatsCopyTest.java [exact SHA-256]
src/test/java/com/dpscalc/ParityComparatorTest.java,c71e2c6c9bfb2e54ad43d8621c1427701b98b32f055f5a0d3c5a511268e044ba,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/ParityComparatorTest.java [exact SHA-256]
src/test/java/com/dpscalc/ParityEvaluator.java,5cc22d11054adc0f6ff158370b7d127ccb28c65b9ec858b0998de3a3dc584b37,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/ParityEvaluator.java [exact SHA-256]
src/test/java/com/dpscalc/ParityEvaluatorTest.java,6b7bb7cdb8dbf8a80b77d54b891e6d5e7b704aec642ee2d9c7daa79e4566d32a,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/ParityEvaluatorTest.java [exact SHA-256]
src/test/java/com/dpscalc/PlayerStateManagerTest.java,301ad12d4f3966da944713363cfd8324ce15ae146a674079716f55551dc5a6ae,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/PlayerStateManagerTest.java [same filename]
src/test/java/com/dpscalc/RangedAmmoBaselineTest.java,7c7a53e92d4f3e1f7efd62e416e19dda78646849a99c836cd276631a8cb8f321,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/RangedAmmoBaselineTest.java [exact SHA-256]
src/test/java/com/dpscalc/RangedDefenceTypeTest.java,91a436d184be5f31fac6d0507dafd49f1df6a138d4b2aa2184d1a61494558fc2,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/RangedDefenceTypeTest.java [exact SHA-256]
src/test/java/com/dpscalc/ScenarioPanelTest.java,270454dadb540e53af70abf3abc0e97e8f22d26a5f9ebc1d7f61184be333f68f,ee589e1a6dafe1f850f1d23a1b093258b30173b0,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/ScenarioTest.java,6a6b925059556de67d819fda493bb516df71ac491627cc5e08f99fac8312e313,ee589e1a6dafe1f850f1d23a1b093258b30173b0,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/SidebarScrollingTest.java,373319c3b5e760f0ea6bfb9f38b75b5c6a9baec115ceb47c016016f081d62418,48255540019bb2d95ad94f798fc9c3fc9d26d170,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/TestUtils.java,44df34da637b5aefe8d1e15252134f257543ef0b65ea3929a40abcf17458ed20,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/TestUtils.java [same filename]
src/test/java/com/dpscalc/fixture/FixtureDocument.java,70e034b15053e56c0840f5e8ee8f6295661e18aaf893b54b05cbba4b8126346e,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/fixture/FixtureDocument.java [exact SHA-256]
src/test/java/com/dpscalc/fixture/FixtureDocumentException.java,bf4a77d2e8bf18799157e390b34d2a903ddd930e04e1d6cb85647567fa0dd9d0,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/fixture/FixtureDocumentException.java [exact SHA-256]
src/test/java/com/dpscalc/fixture/FixtureDocumentLoader.java,2b281168397da8f1ded64994c5336ed2f710b9788f70cc96e034a53d37f59213,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/fixture/FixtureDocumentLoader.java [same filename]
src/test/java/com/dpscalc/fixture/FixtureJsonValidator.java,620e9965fc8d97cd6e296d9a23910e2f113ad17429f10229c795188243b3e102,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/fixture/FixtureJsonValidator.java [exact SHA-256]
src/test/java/com/dpscalc/fixture/FixtureOutputParser.java,c70abd7399c9104ec0ec34c526180c11e28b337b6f0890ee3640a01c7ff2174c,ee589e1a6dafe1f850f1d23a1b093258b30173b0,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/test/java/com/dpscalc/fixture/FixtureOutputParser.java [exact SHA-256]
src/test/java/com/dpscalc/scenario/BankCaptureTest.java,c4530ee80b3787e2e0072b4aff0fb40b9286acc59dcac553d4c3b1f9a1f61f0f,10e45ea216379e6ea852be7726fa0d3f44caf2ac,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/BankLayoutPanelTest.java,0bf076614237eff608869b658b20ad1b5becfbccd393b3b34715c417a64af6fa,41aee86f8324969b1563c4e7795fb201e5c77ffe,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/BossImportRegressionTest.java,1b14626555f306185bf63dec3e5bc087ed9f05b403cd76f42c246fc7d05c30ea,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/BossWikiAudit.java,5a5c7535db3792bfa6844b15cfe9a076ad0c314dee6d050aeaee4ed38a74adfc,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/BossWikiCorpusTest.java,44a7fbeb6568bb2e77b2daf59ecd88f7f85af96a40329224c32eda2dc6f5aad7,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/BossWikiDraftAuditTest.java,9190f3791acb05a7425686614176f6188ac16174b59ab3ca95291b928116ecf3,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/CalculationCoordinatorTest.java,d6cd0295c2e79f578d59b09ab02fa892d553a97451612027628ebedc27af518b,97a12813a7ae84a440a1c1280a2c85260684a27c,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/SetupFeaturesTest.java,c7b0efd13a649e2e8ef49a51d1cad1daa9529cd74a8590e2ee19c8962b86984f,948742cd0026792e3150ed76f7b1ff20707a07ff,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/SetupUiTest.java,90aefe966fc9bc7daba26b894d3d5f833867e6dd114973ee25dc3474330b30e1,948742cd0026792e3150ed76f7b1ff20707a07ff,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/scenario/WikiSetupServiceTest.java,a5d016890c0d78e4376255a79fcaeb87cf7821964837d4ab25d9a6227705dca8,948742cd0026792e3150ed76f7b1ff20707a07ff,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/state/GearSnapshot.java,3305434273e699a71752c47b947b0972fb14756e624f62e91271ef6d5eac79ad,,gpl-source,replace,test-only,Native GPL source match/path or substantial token signal; local edits do not establish relicensing rights.,https://github.com/mcdalcin/better-dps-calculator/blob/3fd61bb/src/main/java/com/dpscalc/state/GearSnapshot.java [same filename]
src/test/java/com/dpscalc/wikisetups/bank/ExampleGearEnricherTest.java,9255d102e6bda43f2a89cd6371709b9b5e98d0500e9ec52995196ac159ed0086,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/bank/ExampleGearEnricherTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/bank/InventoryResolverTest.java,6a9e12635eb68b0dfb29d711e9770df16dcf5d7d1b074724d2b83752f521aa00,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/bank/InventoryResolverTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/bank/OwnershipResolverTest.java,c4fe4ba3084cae9f8b86e7ca7708c17e4411f36164cf2cf98b50117db96ab2e6,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/bank/OwnershipResolverTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/bank/SlotAwareResolutionTest.java,a9098c942267dfb6a5468001974126c7c371394889cbc0ed5c6e466e44ebb799,4b80d5cd5e0d875b7cefa554bd9192f5d8961627,local-candidate,review-and-adapt,test-only,Local history; absence of an archive match is not proof of independent authorship.,
src/test/java/com/dpscalc/wikisetups/items/FakeItemNameIndex.java,30160df7c03d5710f2edecf9e04bfcef506b6ae7ded163f83da7b192f45ac022,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/items/FakeItemNameIndex.java [same filename]
src/test/java/com/dpscalc/wikisetups/items/ItemAliasesTest.java,6f61a515222b0b847fe0f9468f8f669a04c82b4f826fb08d40a3f1fe928ebf86,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/items/ItemAliasesTest.java [same filename]
src/test/java/com/dpscalc/wikisetups/items/ItemResolverTest.java,486b9e96089957d0c2a5bfeb42c17ba580389f4d81958c0c39eae7f30f09db60,948742cd0026792e3150ed76f7b1ff20707a07ff,bsd-adapted,retain-with-notices-and-review,test-only,BSD Wiki Gear Setups lineage/header; inspect local additions for other sources.,https://github.com/Jiimbones/wiki-gear-setups/blob/e836b8d156f0f5f9b7e6375bb04c52f21835ac19/src/test/java/com/wikigearsetups/items/ItemResolverTest.java [same filename]
